sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
LC068933,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-549,,,
LC068934,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-550,,,
LC068936,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-552,,,
LC068937,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-554,,,
LC068938,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-556,,,
LC068939,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-557,,,
LC068940,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region I, Ilocos Sur",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R1.PHL/2013/TRa-569,,,
LC068941,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Cordillera Administrative Region (CAR), Mountain Province",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/CAR.PHL/2013/TRa-571,,,
LC068942,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region I, La Union",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R1.PHL/2013/TRa-572,,,
LC068943,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region I, La Union",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R1.PHL/2013/TRa-573,,,
LC068944,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Tarlac",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-581,,,
LC068945,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-582,,,
LC068946,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-583,,,
LC068947,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Nueva Ecija",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-584,,,
LC068948,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-586,,,
LC068949,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-587,,,
LC068950,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-588,,,
LC068951,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-589,,,
LC071936,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,NON-TH-64,,,
LC071937,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-98,,,
LC071938,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-41,,,
LC071939,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-45,,,
LC071940,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-28,,,
LC071941,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-118,,,
LC071942,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,NON-TH-87,,,"Available: day & month, municipality"
LC071943,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-135,,,
LC071944,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-85,,,
LC071945,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-9,,,
LC071946,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-42,,,
LC071947,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,PTT-TH-152,,,
LC071948,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-120,,,
LC071949,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-65,,,
LC071950,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-53,,,
LC071951,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,NON-TH-67,,,
LC071952,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,CCS-TH-172,,,
LC071953,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-19,,,
LC071954,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-169,,,
LC071955,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-104,,,
LC071956,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-84,,,
LC071957,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,PCB-TH-21,,,
LC071958,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-345,,,
LC071959,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-31,,,
LC071960,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-105,,,
LC071961,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-171,,,
LC071962,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-5,,,
LC071963,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-58,,,
LC071964,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-13,,,
LC071965,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-43,,,
LC071966,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-7,,,
LC071967,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-139,,,
LC071968,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-86,,,
LC071969,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-101,,,
LC071970,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-113,,,
LC071971,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-117,,,
LC071972,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-10,,,
LC071973,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-11,,,
LC071974,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMP-TH-22,,,
LC071975,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-72,,,
LC071976,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-56,,,
LC071977,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-91,,,
LC071978,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-136,,,
LC071979,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,SMK-TH-154,,,
LC071980,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-227,,,
LC071981,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-149,,,
LC071982,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,BKK-TH-137,,,
LC071983,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,1575,9-Feb-16,7-Sep-16,Canis lupus familiaris,26887972,,CBR-TH-175,,,
LC550018,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Zambales",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,140,,,
LC550019,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,132,,,
LC550020,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,131,,,
LC550021,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,130,,,
LC550022,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,121,,,
LC550023,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Nueva Ecija",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,120,,,
LC550024,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,93,,,
LC550025,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,87,,,
LC550026,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,66,,,
LC550027,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2019,2019,2019,1353,13-Oct-20,13-Oct-20,Canis lupus familiaris,33151941,,55,,,
MF620996,AL_Asian_SEA1b,Asian SEA1b,MYS,Malaysia,-,2017,2017,2017,1191,1-Jul-18,1-Jul-18,Homo sapiens,-,,Serian RB03,,,
MH828450,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,Ca Mau,2018,2018,2018,581,10-Feb-19,10-Feb-19,Canis familiaris,-,,18-13530,,,
MK370421,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2014,2014,2014,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,169_2014,,,
MK370422,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2012,2012,2012,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,202_2014,,,
MK370423,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2014,2014,2014,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,311_2014,,,
MK370424,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,338_2013,,,
MK370425,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,485_2013,,,
MK370426,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,556_2013,,,
MK370427,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,567_2013,,,
MK370428,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,749_2013,,,
MK370429,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,774_2013,,,
MK370430,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,809_2013,,,
MK370431,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,814_2013,,,
MK370432,AL_Asian_SEA1b,Asian SEA1b,THA,Thailand,-,2013,2013,2013,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,842_2013,,,
MK370433,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,Dog1_2014,,,
MK370434,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,463,26-Jul-19,26-Jul-19,Canis lupus familiaris,-,,Dog2_2014,,,
MK790254,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,Can Tho,2018,2018,2018,576,30-Oct-19,30-Oct-19,Canis familiaris,-,,20328.2018,,,
MK790255,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,Ca Mau,2019,2019,2019,538,30-Oct-19,30-Oct-19,Canis familiaris,-,,1229.2019,,,
MK790256,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,Kien Giang,2019,2019,2019,573,30-Oct-19,30-Oct-19,Canis familiaris,-,,1230.2019,,,
MK790257,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,Ca Mau,2019,2019,2019,580,30-Oct-19,30-Oct-19,Canis familiaris,-,,1231.2019,,,
MN075931,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1999,1999,1999,11923,12-Feb-20,12-Feb-20,Canis familiaris,-,,TH13-42-07240,,,
MN726836,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-002,,,
MN726837,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-009,,,
MN726838,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-094,,,
MN726839,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-116,,,
MN726840,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-148,,,
MN726841,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-14-146,,,
MN726842,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2019,2019,2019,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2019-13,,,
MN726843,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-088,,,
MN726844,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-14-033,,,
MN726845,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-001,,,
MN726846,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-001,,,
MN726847,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2017,2017,2017,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-210,,,
MN726848,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-013,,,
MN726849,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,10725,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-119,,,
MN726850,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL3-1038,,,
MN726851,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z14-142,,,
MN726852,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2018,2018,2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2018-50,,,
MN726853,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-149,,,
MN726854,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11737,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z15-185,,,
MN726855,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-159,,,
MN726856,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-118,,,
MN726857,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11553,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL1-16-154,,,
MN726858,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-186,,,
MN726859,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL3-15-172,,,
MN726860,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2018,2018,2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2018-100,,,
MN726861,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11791,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-019,,,
MN726862,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-032,,,
MN726863,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL3-1045,,,
MN726864,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL3-845,,,
MN726865,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-14-136,,,
MN726866,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11765,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-14-138,,,
MN726867,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z12-012,,,
MN726868,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2016,2016,2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-082,,,
MN726869,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11653,25-Dec-19,25-Dec-19,Felis catus,-,,Z-13-096,,,
MN726870,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-14-149,,,
MN726871,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2013,2013,2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-071,,,
MN726872,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2017,2017,2017,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-209,,,
MN726873,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2014,2014,2014,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z14-152,,,
MN726874,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-134,,,
MN726875,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2018,2018,2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2018-311,,,
MN726876,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2018,2018,2018,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2018-304,,,
MN726877,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,RADDL5-005,,,
MN726878,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2018,2018,2018,11000,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-13-066,,,
MN726879,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2012,2012,2012,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-12-212,,,
MN726880,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2019,2019,2019,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,REGION_5_2019-1,,,
MN726881,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2015,2015,2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-15-130,,,
MN726882,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2019,2019,2019,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,,Z-16-211,,,
MN857167,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,Caloocan City,2019,2019,2019,11922,16-Mar-20,16-Mar-20,Canis familiaris,-,,BAI/BAINCR/2019-01/can,,,
MN857168,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,Quezon City,2019,2019,2019,11922,16-Mar-20,16-Mar-20,Canis familiaris,-,,BAI/BAINCR/2019-02/can,,,
MN857169,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,Pasay City,2019,2019,2019,11922,16-Mar-20,16-Mar-20,Canis familiaris,-,,BAI/BAINCR/2019-03/can,,,
MN857170,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Angono, Rizal",2019,2019,2019,11922,16-Mar-20,16-Mar-20,Canis familiaris,-,,BAI/BAI4A/2019-01/can,,,
MN857171,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"San Miguel, Bulacan",2019,2019,2019,11922,16-Mar-20,16-Mar-20,feline,-,,BAI/BAI3/2019-01/fel,,,
